建物種別,建物名,路線情報,駅名,賃料,管理費,月額
賃貸マンション,ＪＲ総武線 船橋駅 5階建 築6年,ＪＲ総武線/船橋駅 歩6分,船橋,11.9,1.05,12.950000000000001
賃貸マンション,マルベリール船橋,東葉高速鉄道/東海神駅 歩5分,東海神,11.9,1.05,12.950000000000001
賃貸マンション,マルベリール船橋,東葉高速鉄道/東海神駅 歩5分,東海神,11.9,1.05,12.950000000000001
賃貸マンション,フェアリア　船橋本町,ＪＲ総武線/船橋駅 歩3分,船橋,14.5,0.0,14.5
賃貸マンション,フェアリア　船橋本町,ＪＲ総武線/船橋駅 歩3分,船橋,14.5,0.0,14.5
賃貸マンション,フェアリア　船橋本町,ＪＲ総武線/船橋駅 歩3分,船橋,15.0,0.0,15.0
賃貸マンション,フェアリア　船橋本町,ＪＲ総武線/船橋駅 歩3分,船橋,15.0,0.0,15.0
賃貸マンション,フェアリア　船橋本町,ＪＲ総武線/船橋駅 歩3分,船橋,15.0,0.0,15.0
賃貸マンション,フェアリア　船橋本町,ＪＲ総武線/船橋駅 歩3分,船橋,16.0,0.0,16.0
賃貸アパート,グレイスゲート新八柱,ＪＲ武蔵野線/新八柱駅 歩4分,新八柱,9.2,0.5,9.7
賃貸アパート,グレイスゲート新八柱,ＪＲ武蔵野線/新八柱駅 歩4分,新八柱,9.5,0.5,10.0
賃貸アパート,ＪＲ武蔵野線 新八柱駅 3階建 新築,ＪＲ武蔵野線/新八柱駅 歩4分,新八柱,9.2,0.5,9.7
賃貸アパート,ＪＲ武蔵野線 新八柱駅 3階建 新築,ＪＲ武蔵野線/新八柱駅 歩4分,新八柱,9.5,0.5,10.0
賃貸マンション,ＪＲ総武線 船橋駅 10階建 築3年,ＪＲ総武線/船橋駅 歩6分,船橋,15.0,0.0,15.0
賃貸マンション,ＪＲ総武線 船橋駅 10階建 築3年,ＪＲ総武線/船橋駅 歩6分,船橋,15.0,0.0,15.0
賃貸マンション,ＪＲ総武線 船橋駅 10階建 築3年,ＪＲ総武線/船橋駅 歩6分,船橋,15.0,0.0,15.0
賃貸マンション,ＥＬＩＺＡＢＥＴＨ,ＪＲ総武線/幕張本郷駅 歩4分,幕張本郷,10.1,0.35,10.45
賃貸マンション,ＥＬＩＺＡＢＥＴＨ,ＪＲ総武線/幕張本郷駅 歩4分,幕張本郷,10.1,0.35,10.45
賃貸マンション,ＥＬＩＺＡＢＥＴＨ,ＪＲ総武線/幕張本郷駅 歩4分,幕張本郷,11.0,0.35,11.35
賃貸マンション,金太郎ヒルズ２５５,京成千葉線/京成幕張本郷駅 歩1分,京成幕張本郷,7.45,1.0,8.45
賃貸マンション,金太郎ヒルズ２５５,京成千葉線/京成幕張本郷駅 歩1分,京成幕張本郷,7.55,1.0,8.55
賃貸マンション,金太郎ヒルズ２５５,京成千葉線/京成幕張本郷駅 歩1分,京成幕張本郷,7.55,1.0,8.55
賃貸マンション,金太郎ヒルズ２５５,京成千葉線/京成幕張本郷駅 歩1分,京成幕張本郷,7.65,1.0,8.65
賃貸マンション,金太郎ヒルズ２５５,京成千葉線/京成幕張本郷駅 歩1分,京成幕張本郷,7.9,1.0,8.9
賃貸マンション,金太郎ヒルズ２５５,京成千葉線/京成幕張本郷駅 歩1分,京成幕張本郷,8.2,1.0,9.2
賃貸マンション,金太郎ヒルズ２５５,京成千葉線/京成幕張本郷駅 歩1分,京成幕張本郷,8.2,1.0,9.2
賃貸マンション,金太郎ヒルズ２５５,京成千葉線/京成幕張本郷駅 歩1分,京成幕張本郷,8.2,1.0,9.2
賃貸マンション,金太郎ヒルズ２５５,京成千葉線/京成幕張本郷駅 歩1分,京成幕張本郷,8.3,1.0,9.3
賃貸マンション,金太郎ヒルズ２５５,京成千葉線/京成幕張本郷駅 歩1分,京成幕張本郷,8.3,1.0,9.3
賃貸アパート,仮）Best　Stage松戸市常盤平II,ＪＲ武蔵野線/新八柱駅 歩6分,新八柱,7.4,0.3,7.7
賃貸アパート,仮）Best　Stage松戸市常盤平II,ＪＲ武蔵野線/新八柱駅 歩6分,新八柱,7.4,0.3,7.7
賃貸アパート,仮）Best　Stage松戸市常盤平II,ＪＲ武蔵野線/新八柱駅 歩6分,新八柱,7.7,0.3,8.0
賃貸アパート,仮）Best　Stage松戸市常盤平II,ＪＲ武蔵野線/新八柱駅 歩6分,新八柱,7.7,0.3,8.0
賃貸アパート,仮）Best　Stage松戸市常盤平II,ＪＲ武蔵野線/新八柱駅 歩6分,新八柱,7.8,0.3,8.1
賃貸アパート,仮）Best　Stage松戸市常盤平II,ＪＲ武蔵野線/新八柱駅 歩6分,新八柱,7.9,0.3,8.200000000000001
賃貸アパート,仮）Best　Stage松戸市常盤平II,ＪＲ武蔵野線/新八柱駅 歩6分,新八柱,7.9,0.3,8.200000000000001
賃貸アパート,仮）Best　Stage松戸市常盤平II,ＪＲ武蔵野線/新八柱駅 歩6分,新八柱,8.0,0.3,8.3
賃貸マンション,京成千葉線 京成幕張本郷駅 7階建 築4年,京成千葉線/京成幕張本郷駅 歩1分,京成幕張本郷,7.45,1.0,8.45
賃貸マンション,京成千葉線 京成幕張本郷駅 7階建 築4年,京成千葉線/京成幕張本郷駅 歩1分,京成幕張本郷,7.55,1.0,8.55
賃貸マンション,京成千葉線 京成幕張本郷駅 7階建 築4年,京成千葉線/京成幕張本郷駅 歩1分,京成幕張本郷,7.55,1.0,8.55
賃貸マンション,京成千葉線 京成幕張本郷駅 7階建 築4年,京成千葉線/京成幕張本郷駅 歩1分,京成幕張本郷,7.65,1.0,8.65
賃貸マンション,京成千葉線 京成幕張本郷駅 7階建 築4年,京成千葉線/京成幕張本郷駅 歩1分,京成幕張本郷,8.2,1.0,9.2
賃貸マンション,京成千葉線 京成幕張本郷駅 7階建 築4年,京成千葉線/京成幕張本郷駅 歩1分,京成幕張本郷,8.2,1.0,9.2
賃貸マンション,京成千葉線 京成幕張本郷駅 7階建 築4年,京成千葉線/京成幕張本郷駅 歩1分,京成幕張本郷,8.3,1.0,9.3
賃貸マンション,京成千葉線 京成幕張本郷駅 7階建 築4年,京成千葉線/京成幕張本郷駅 歩1分,京成幕張本郷,8.3,1.0,9.3
賃貸マンション,ＪＲ総武線 幕張本郷駅 3階建 築10年,ＪＲ総武線/幕張本郷駅 歩4分,幕張本郷,10.1,0.35,10.45
賃貸マンション,ＪＲ総武線 幕張本郷駅 3階建 築10年,ＪＲ総武線/幕張本郷駅 歩4分,幕張本郷,10.1,0.35,10.45
賃貸マンション,椿荘　 casa　camelliarum,ＪＲ総武線/西船橋駅 歩3分,西船橋,12.0,0.8,12.8
賃貸アパート,セレナＨ,京成本線/京成船橋駅 歩5分,京成船橋,11.0,0.3,11.3
賃貸マンション,都営新宿線 本八幡駅 地下1地上12階建 築2年,都営新宿線/本八幡駅 歩1分,本八幡,12.1,0.7,12.799999999999999
賃貸マンション,都営新宿線 本八幡駅 地下1地上12階建 築2年,都営新宿線/本八幡駅 歩1分,本八幡,12.6,0.7,13.299999999999999
賃貸マンション,グリシーヌ,ＪＲ総武線/船橋駅 歩5分,船橋,13.5,0.9,14.4
賃貸マンション,グリシーヌ,ＪＲ総武線/船橋駅 歩5分,船橋,13.5,0.9,14.4
賃貸マンション,グリシーヌ,ＪＲ総武線/船橋駅 歩5分,船橋,13.5,0.9,14.4
賃貸マンション,パークアクシス市川,京成本線/市川真間駅 歩2分,市川真間,12.3,1.0,13.3
賃貸マンション,ＪＲ総武線 船橋駅 4階建 新築,ＪＲ総武線/船橋駅 歩5分,船橋,13.3,0.5,13.8
賃貸マンション,ＪＲ総武線 船橋駅 4階建 新築,ＪＲ総武線/船橋駅 歩5分,船橋,13.3,0.5,13.8
賃貸マンション,ＪＲ総武線 船橋駅 4階建 新築,ＪＲ総武線/船橋駅 歩5分,船橋,13.3,0.5,13.8
賃貸マンション,ＪＲ総武線 船橋駅 4階建 新築,ＪＲ総武線/船橋駅 歩5分,船橋,13.3,0.5,13.8
賃貸マンション,ＪＲ総武線 船橋駅 4階建 新築,ＪＲ総武線/船橋駅 歩5分,船橋,13.3,0.5,13.8
賃貸マンション,ＪＲ総武線 船橋駅 4階建 新築,ＪＲ総武線/船橋駅 歩5分,船橋,13.3,0.5,13.8
賃貸マンション,ＪＲ総武線 船橋駅 4階建 新築,ＪＲ総武線/船橋駅 歩5分,船橋,13.3,0.5,13.8
賃貸マンション,ＪＲ総武線 船橋駅 4階建 新築,ＪＲ総武線/船橋駅 歩5分,船橋,13.3,0.5,13.8
賃貸マンション,ＪＲ総武線 船橋駅 4階建 新築,ＪＲ総武線/船橋駅 歩5分,船橋,13.3,0.5,13.8
賃貸マンション,ＪＲ総武線 船橋駅 4階建 新築,ＪＲ総武線/船橋駅 歩5分,船橋,14.3,0.5,14.8
賃貸マンション,ラピスラズリ,ＪＲ総武線/船橋駅 歩5分,船橋,12.4,0.6,13.0
賃貸アパート,ＪＲ総武線 船橋駅 3階建 築7年,ＪＲ総武線/船橋駅 歩7分,船橋,13.0,0.55,13.55
賃貸アパート,ＪＲ総武線 船橋駅 3階建 築7年,ＪＲ総武線/船橋駅 歩7分,船橋,13.6,0.55,14.15
賃貸アパート,ＪＲ総武線 船橋駅 3階建 築7年,ＪＲ総武線/船橋駅 歩7分,船橋,13.6,0.55,14.15
賃貸マンション,マ・メゾン新松戸III,ＪＲ常磐線/新松戸駅 歩3分,新松戸,10.3,0.8,11.100000000000001
賃貸マンション,ＪＲ総武線快速 市川駅 13階建 新築,ＪＲ総武線快速/市川駅 歩5分,市川,14.6,1.0,15.6
賃貸マンション,ＪＲ総武線快速 市川駅 13階建 新築,ＪＲ総武線快速/市川駅 歩5分,市川,14.7,1.0,15.7
賃貸マンション,ＪＲ総武線快速 市川駅 13階建 新築,ＪＲ総武線快速/市川駅 歩5分,市川,15.0,1.5,16.5
賃貸マンション,ＪＲ総武線快速 市川駅 13階建 新築,ＪＲ総武線快速/市川駅 歩5分,市川,15.1,1.5,16.6
賃貸マンション,ヴランドール船橋本町 新築計画,京成本線/京成船橋駅 歩4分,京成船橋,13.3,0.5,13.8
賃貸マンション,ヴランドール船橋本町 新築計画,京成本線/京成船橋駅 歩4分,京成船橋,13.3,0.5,13.8
賃貸マンション,ヴランドール船橋本町 新築計画,京成本線/京成船橋駅 歩4分,京成船橋,13.3,0.5,13.8
賃貸マンション,ヴランドール船橋本町 新築計画,京成本線/京成船橋駅 歩4分,京成船橋,13.3,0.5,13.8
賃貸マンション,ヴランドール船橋本町 新築計画,京成本線/京成船橋駅 歩4分,京成船橋,13.3,0.5,13.8
賃貸マンション,ヴランドール船橋本町 新築計画,京成本線/京成船橋駅 歩4分,京成船橋,14.3,0.5,14.8
賃貸マンション,レ・ソール本八幡パラシオン,都営新宿線/本八幡駅 歩1分,本八幡,12.1,0.7,12.799999999999999
賃貸マンション,レ・ソール本八幡パラシオン,都営新宿線/本八幡駅 歩1分,本八幡,12.6,0.7,13.299999999999999
賃貸マンション,ＪＲ総武線快速 船橋駅 9階建 築3年,ＪＲ総武線快速/船橋駅 歩5分,船橋,13.5,0.9,14.4
賃貸マンション,Ｓｅａｗｅｅｄ　Ｒｅｓｉｄｅｎｃｅ,ＪＲ総武線快速/船橋駅 歩5分,船橋,14.3,0.8,15.100000000000001
賃貸マンション,Ｓｅａｗｅｅｄ　Ｒｅｓｉｄｅｎｃｅ,ＪＲ総武線快速/船橋駅 歩5分,船橋,14.3,0.8,15.100000000000001
賃貸マンション,Ｓｅａｗｅｅｄ　Ｒｅｓｉｄｅｎｃｅ,ＪＲ総武線快速/船橋駅 歩5分,船橋,14.4,0.8,15.200000000000001
賃貸マンション,Ｓｅａｗｅｅｄ　Ｒｅｓｉｄｅｎｃｅ,ＪＲ総武線快速/船橋駅 歩5分,船橋,14.4,0.8,15.200000000000001
賃貸マンション,Ｓｅａｗｅｅｄ　Ｒｅｓｉｄｅｎｃｅ,ＪＲ総武線快速/船橋駅 歩5分,船橋,14.4,0.8,15.200000000000001
賃貸マンション,Ｓｅａｗｅｅｄ　Ｒｅｓｉｄｅｎｃｅ,ＪＲ総武線快速/船橋駅 歩5分,船橋,14.4,0.8,15.200000000000001
賃貸マンション,Ｓｅａｗｅｅｄ　Ｒｅｓｉｄｅｎｃｅ,ＪＲ総武線快速/船橋駅 歩5分,船橋,14.5,0.8,15.3
賃貸マンション,Ｓｅａｗｅｅｄ　Ｒｅｓｉｄｅｎｃｅ,ＪＲ総武線快速/船橋駅 歩5分,船橋,14.5,0.8,15.3
賃貸マンション,Ｓｅａｗｅｅｄ　Ｒｅｓｉｄｅｎｃｅ,ＪＲ総武線快速/船橋駅 歩5分,船橋,14.5,0.8,15.3
賃貸マンション,サントル　ビレッジ,ＪＲ総武線/幕張本郷駅 歩5分,幕張本郷,11.4,0.8,12.200000000000001
賃貸アパート,ディアコート,ＪＲ総武線/船橋駅 歩7分,船橋,13.6,0.55,14.15
賃貸マンション,ＪＲ総武線 船橋駅 7階建 築6年,ＪＲ総武線/船橋駅 歩12分,船橋,7.6,0.7,8.299999999999999
賃貸マンション,ソフトライフビル,ＪＲ総武線/幕張本郷駅 歩4分,幕張本郷,8.7,0.5,9.2
賃貸マンション,ソフトライフビル,ＪＲ総武線/幕張本郷駅 歩4分,幕張本郷,9.1,0.5,9.6
賃貸マンション,G-LUX（ジールクス）Makuharihongo,ＪＲ総武線/幕張本郷駅 歩5分,幕張本郷,14.8,0.85,15.65
賃貸マンション,G-LUX（ジールクス）Makuharihongo,ＪＲ総武線/幕張本郷駅 歩5分,幕張本郷,15.3,0.85,16.150000000000002
賃貸マンション,ＹＳＤビル,ＪＲ総武線/市川駅 歩1分,市川,14.0,1.0,15.0
賃貸マンション,ＹＳＤビル,ＪＲ総武線/市川駅 歩1分,市川,15.5,1.0,16.5
賃貸マンション,ＪＲ総武線快速 船橋駅 5階建 築4年,ＪＲ総武線快速/船橋駅 歩7分,船橋,9.2,0.8,10.0
賃貸マンション,エクセレントシティ本八幡駅前サザンライズ,ＪＲ総武線/本八幡駅 歩2分,本八幡,17.5,0.0,17.5
賃貸マンション,ビレッタ市川,ＪＲ総武線/市川駅 歩9分,市川,12.9,0.8,13.700000000000001
賃貸マンション,ウィンメゾン船橋伍号館,ＪＲ総武線/船橋駅 歩3分,船橋,13.4,0.7,14.1
賃貸マンション,プラージュ幕張,ＪＲ総武線/幕張駅 歩4分,幕張,7.4,0.7,8.1
賃貸アパート,ＪＲ総武線 西船橋駅 3階建 新築,ＪＲ総武線/西船橋駅 歩10分,西船橋,8.6,0.48,9.08
賃貸アパート,ＪＲ総武線 西船橋駅 3階建 新築,ＪＲ総武線/西船橋駅 歩10分,西船橋,8.6,0.48,9.08
賃貸アパート,ＪＲ総武線 西船橋駅 3階建 新築,ＪＲ総武線/西船橋駅 歩10分,西船橋,8.6,0.48,9.08
賃貸アパート,ＪＲ総武線 西船橋駅 3階建 新築,ＪＲ総武線/西船橋駅 歩10分,西船橋,8.6,0.48,9.08
賃貸アパート,ＪＲ総武線 西船橋駅 3階建 新築,ＪＲ総武線/西船橋駅 歩10分,西船橋,8.6,0.48,9.08
賃貸アパート,ＪＲ総武線 西船橋駅 3階建 新築,ＪＲ総武線/西船橋駅 歩10分,西船橋,8.6,0.48,9.08
賃貸アパート,ＪＲ総武線 西船橋駅 3階建 新築,ＪＲ総武線/西船橋駅 歩10分,西船橋,8.7,0.48,9.18
賃貸アパート,ＪＲ総武線 西船橋駅 3階建 新築,ＪＲ総武線/西船橋駅 歩10分,西船橋,8.7,0.48,9.18
賃貸アパート,ＪＲ総武線 西船橋駅 3階建 新築,ＪＲ総武線/西船橋駅 歩10分,西船橋,8.7,0.48,9.18
賃貸アパート,ＪＲ総武線 西船橋駅 3階建 新築,ＪＲ総武線/西船橋駅 歩10分,西船橋,8.7,0.48,9.18
賃貸アパート,ＪＲ総武線 西船橋駅 3階建 新築,ＪＲ総武線/西船橋駅 歩10分,西船橋,8.7,0.48,9.18
賃貸アパート,ＪＲ総武線 西船橋駅 3階建 新築,ＪＲ総武線/西船橋駅 歩10分,西船橋,8.7,0.48,9.18
賃貸アパート,ＪＲ総武線 西船橋駅 3階建 新築,ＪＲ総武線/西船橋駅 歩10分,西船橋,8.7,0.48,9.18
賃貸アパート,ＪＲ総武線 西船橋駅 3階建 新築,ＪＲ総武線/西船橋駅 歩10分,西船橋,8.7,0.48,9.18
賃貸アパート,ＪＲ総武線 西船橋駅 3階建 新築,ＪＲ総武線/西船橋駅 歩10分,西船橋,11.1,0.48,11.58
賃貸アパート,ＪＲ総武線 西船橋駅 3階建 新築,ＪＲ総武線/西船橋駅 歩10分,西船橋,11.1,0.48,11.58
賃貸アパート,ＪＲ総武線 西船橋駅 3階建 新築,ＪＲ総武線/西船橋駅 歩10分,西船橋,11.1,0.48,11.58
賃貸アパート,ＪＲ総武線 西船橋駅 3階建 新築,ＪＲ総武線/西船橋駅 歩10分,西船橋,11.1,0.48,11.58
賃貸アパート,ＪＲ総武線 西船橋駅 3階建 新築,ＪＲ総武線/西船橋駅 歩10分,西船橋,11.1,0.48,11.58
賃貸アパート,ＪＲ総武線 西船橋駅 3階建 新築,ＪＲ総武線/西船橋駅 歩10分,西船橋,11.2,0.48,11.68
賃貸アパート,ＪＲ総武線 西船橋駅 3階建 新築,ＪＲ総武線/西船橋駅 歩10分,西船橋,11.2,0.48,11.68
賃貸アパート,ＪＲ総武線 西船橋駅 3階建 新築,ＪＲ総武線/西船橋駅 歩10分,西船橋,11.2,0.48,11.68
賃貸アパート,ＪＲ総武線 西船橋駅 3階建 新築,ＪＲ総武線/西船橋駅 歩10分,西船橋,11.2,0.48,11.68
賃貸アパート,Ｃｈａｒｍｅ南流山,ＪＲ武蔵野線/南流山駅 歩5分,南流山,7.0,0.4,7.4
賃貸マンション,Ａｒｃｅｎｃｉｅｌ幕張,ＪＲ総武線/幕張駅 歩3分,幕張,7.6,0.5,8.1
賃貸マンション,Ａｒｃｅｎｃｉｅｌ幕張,ＪＲ総武線/幕張駅 歩3分,幕張,7.7,0.5,8.2
賃貸アパート,SR松戸,ＪＲ常磐線/松戸駅 歩6分,松戸,8.6,0.3,8.9
賃貸アパート,SR松戸,ＪＲ常磐線/松戸駅 歩6分,松戸,8.6,0.3,8.9
賃貸アパート,SR松戸,ＪＲ常磐線/松戸駅 歩6分,松戸,8.6,0.3,8.9
賃貸アパート,SR松戸,ＪＲ常磐線/松戸駅 歩6分,松戸,8.7,0.3,9.0
賃貸マンション,つくばエクスプレス 流山おおたかの森駅 5階建 築7年,つくばエクスプレス/流山おおたかの森駅 歩2分,流山おおたかの森,9.9,0.6,10.5
賃貸アパート,つくばエクスプレス 流山セントラルパーク駅 3階建 築7年,つくばエクスプレス/流山セントラルパーク駅 歩6分,流山セントラルパーク,9.7,0.7,10.399999999999999
賃貸マンション,ＪＲ総武線 市川駅 4階建 築3年,ＪＲ総武線/市川駅 歩9分,市川,12.9,0.8,13.700000000000001
賃貸マンション,Ｃａｌｍｅ,ＪＲ総武線/本八幡駅 歩10分,本八幡,10.0,0.45,10.45
賃貸アパート,新京成線 北習志野駅 2階建 築2年,新京成線/北習志野駅 歩3分,北習志野,9.6,0.4,10.0
賃貸アパート,パティーナ,ＪＲ常磐線/北松戸駅 歩4分,北松戸,10.7,0.6,11.299999999999999
賃貸アパート,ＪＲ常磐線 天王台駅 3階建 新築,ＪＲ常磐線/天王台駅 歩5分,天王台,7.1,0.5,7.6
賃貸アパート,ＪＲ常磐線 天王台駅 3階建 新築,ＪＲ常磐線/天王台駅 歩5分,天王台,7.1,0.5,7.6
賃貸アパート,ＪＲ常磐線 天王台駅 3階建 新築,ＪＲ常磐線/天王台駅 歩5分,天王台,7.1,0.5,7.6
賃貸アパート,ＪＲ常磐線 天王台駅 3階建 新築,ＪＲ常磐線/天王台駅 歩5分,天王台,7.3,0.5,7.8
賃貸アパート,ＪＲ常磐線 天王台駅 3階建 新築,ＪＲ常磐線/天王台駅 歩5分,天王台,7.3,0.5,7.8
賃貸アパート,ＪＲ常磐線 天王台駅 3階建 新築,ＪＲ常磐線/天王台駅 歩5分,天王台,7.3,0.5,7.8
賃貸アパート,ＪＲ常磐線 天王台駅 3階建 新築,ＪＲ常磐線/天王台駅 歩5分,天王台,7.3,0.5,7.8
賃貸アパート,ＪＲ常磐線 天王台駅 3階建 新築,ＪＲ常磐線/天王台駅 歩5分,天王台,7.4,0.5,7.9
賃貸アパート,ＪＲ常磐線 天王台駅 3階建 新築,ＪＲ常磐線/天王台駅 歩5分,天王台,7.5,0.5,8.0
賃貸アパート,ＪＲ常磐線 天王台駅 3階建 新築,ＪＲ常磐線/天王台駅 歩5分,天王台,7.6,0.5,8.1
賃貸アパート,ＪＲ常磐線 天王台駅 3階建 新築,ＪＲ常磐線/天王台駅 歩5分,天王台,7.1,0.5,7.6
賃貸アパート,ＪＲ常磐線 天王台駅 3階建 新築,ＪＲ常磐線/天王台駅 歩5分,天王台,7.3,0.5,7.8
賃貸マンション,パークリュクス南船橋,ＪＲ京葉線/南船橋駅 歩2分,南船橋,13.9,0.5,14.4
賃貸マンション,パークリュクス南船橋,ＪＲ京葉線/南船橋駅 歩2分,南船橋,14.8,0.0,14.8
賃貸マンション,パークリュクス南船橋,ＪＲ京葉線/南船橋駅 歩2分,南船橋,15.8,1.0,16.8
賃貸アパート,ルシール,つくばエクスプレス/南流山駅 歩6分,南流山,9.0,0.7,9.7
賃貸アパート,ルシール,つくばエクスプレス/南流山駅 歩6分,南流山,9.3,0.7,10.0
賃貸アパート,ルシール,つくばエクスプレス/南流山駅 歩6分,南流山,9.5,0.7,10.2
賃貸アパート,つくばエクスプレス 南流山駅 3階建 築9年,つくばエクスプレス/南流山駅 歩7分,南流山,9.0,0.7,9.7
賃貸アパート,つくばエクスプレス 南流山駅 3階建 築9年,つくばエクスプレス/南流山駅 歩7分,南流山,9.3,0.7,10.0
賃貸アパート,つくばエクスプレス 南流山駅 3階建 築9年,つくばエクスプレス/南流山駅 歩7分,南流山,9.5,0.7,10.2
賃貸マンション,つくばエクスプレス 流山おおたかの森駅 10階建 築10年,つくばエクスプレス/流山おおたかの森駅 歩5分,流山おおたかの森,9.7,0.55,10.25
賃貸マンション,ヴェルジールおおたかの森,つくばエクスプレス/流山おおたかの森駅 歩5分,流山おおたかの森,9.7,0.55,10.25
賃貸アパート,ＪＲ常磐線 北松戸駅 3階建 築1年,ＪＲ常磐線/北松戸駅 歩3分,北松戸,7.2,0.3,7.5
賃貸アパート,ホワイトコーストピノ,東京メトロ東西線/南行徳駅 歩3分,南行徳,11.0,0.5,11.5
賃貸マンション,メゾンピノポルタ,ＪＲ常磐線/松戸駅 歩5分,松戸,10.8,0.6,11.4
賃貸マンション,つくばエクスプレス 流山おおたかの森駅 3階建 築7年,つくばエクスプレス/流山おおたかの森駅 歩5分,流山おおたかの森,11.7,0.7,12.399999999999999
賃貸マンション,エクセルメゾン北柏,ＪＲ常磐線/北柏駅 歩1分,北柏,8.7,0.9,9.6
賃貸マンション,グランディール,東京メトロ東西線/原木中山駅 歩2分,原木中山,11.2,0.65,11.85
賃貸マンション,東京メトロ東西線 原木中山駅 3階建 築4年,東京メトロ東西線/原木中山駅 歩2分,原木中山,11.2,0.65,11.85
賃貸アパート,京成本線 大神宮下駅 3階建 築1年,京成本線/大神宮下駅 歩3分,大神宮下,11.2,0.35,11.549999999999999
賃貸アパート,ＪＲ常磐線 松戸駅 3階建 新築,ＪＲ常磐線/松戸駅 歩6分,松戸,8.6,0.3,8.9
賃貸アパート,ＪＲ常磐線 松戸駅 3階建 新築,ＪＲ常磐線/松戸駅 歩6分,松戸,8.6,0.3,8.9
賃貸アパート,ＪＲ常磐線 松戸駅 3階建 新築,ＪＲ常磐線/松戸駅 歩6分,松戸,8.6,0.3,8.9
賃貸アパート,ＪＲ常磐線 松戸駅 3階建 新築,ＪＲ常磐線/松戸駅 歩6分,松戸,8.7,0.3,9.0
賃貸マンション,エミネンスおおたかの森,つくばエクスプレス/流山おおたかの森駅 歩2分,流山おおたかの森,9.5,0.6,10.1
賃貸マンション,エミネンスおおたかの森,つくばエクスプレス/流山おおたかの森駅 歩2分,流山おおたかの森,9.9,0.6,10.5
賃貸マンション,東京メトロ東西線 西船橋駅 12階建 築6年,東京メトロ東西線/西船橋駅 歩5分,西船橋,13.4,0.8,14.200000000000001
賃貸アパート,ルアナメゾン馬橋02,ＪＲ常磐線/馬橋駅 歩4分,馬橋,7.2,0.4,7.6000000000000005
賃貸アパート,ルアナメゾン馬橋02,ＪＲ常磐線/馬橋駅 歩4分,馬橋,7.6,0.4,8.0
賃貸マンション,ＪＲ常磐線 馬橋駅 4階建 築5年,ＪＲ常磐線/馬橋駅 歩5分,馬橋,10.9,0.8,11.700000000000001
