station_name,address,lon,lat
大倉山,横浜市港北区大倉山一丁目1-1,139.629808,35.52243
妙蓮寺,横浜市港北区菊名１-１-１,139.633194,35.498779
白楽,横浜市神奈川区白楽１００,139.627875,35.489555
東白楽,横浜市神奈川区白楽１２-１,139.629364,35.483523
反町,横浜市神奈川区反町１-１,139.625337,35.47474
不動前,品川区西五反田５-１２-１,139.71469,35.626526
武蔵小山,品川区小山３-４-８,139.704524,35.620538
西小山,品川区小山６-３-１０,139.698694,35.615455
洗足,目黒区洗足２-２１-１,139.694367,35.61043
大岡山,大田区北千束３-２７-１,139.685909,35.607456
奥沢,世田谷区奥沢３-４７-１７,139.672355,35.603947
池尻大橋,世田谷区池尻３-２,139.684319,35.650603
三軒茶屋,世田谷区太子堂４-２１-１,139.670156,35.643716
駒沢大学,世田谷区上馬４-３,139.661702,35.633471
桜新町,世田谷区桜新町２-８,139.644779,35.631666
用賀,世田谷区用賀２-３９,139.633928,35.626436
二子玉川,世田谷区玉川２-２２-１３,139.626685,35.611788
二子新地,川崎市高津区二子２-２-１,139.622338,35.606994
溝の口,川崎市高津区溝口２-１-１,139.610487,35.59984
梶が谷,川崎市高津区末長字姿見台８５,139.605885,35.593963
宮崎台,川崎市宮前区宮崎２-１０-１２,139.591313,35.587228
宮前平,川崎市宮前区宮前１-１１-１,139.581983,35.584951
鷺沼,川崎市宮前区鷺沼３-１-１,139.573268,35.579762
たまプラーザ,横浜市青葉区美しが丘１-３,139.558447,35.577427
あざみ野,横浜市青葉区あざみ野２-１-１,139.553462,35.568645
市が尾,横浜市青葉区市ヶ尾町１１５６-１,139.541496,35.551483
青葉台,横浜市青葉区青葉台１-７-３,139.517376,35.542855
南町田グランベリーパーク,町田市鶴間３-３-２,139.470318,35.511502
下神明,品川区西品川１-２９-６,139.726256,35.608704
戸越公園,品川区戸越５-１０-１５,139.718159,35.608856
中延,品川区中延４-５-５,139.712526,35.60571
荏原町,品川区中延５-２-１,139.707571,35.60382
旗の台,品川区旗の台２-１３-１,139.702286,35.604923
北千束,大田区北千束２-１６-１,139.693303,35.606311
九品仏,世田谷区奥沢７-２０-１,139.660992,35.60538
尾山台,世田谷区等々力５-５-７,139.653862,35.606971
等々力,世田谷区等々力３-１-１,139.647938,35.608369
上野毛,世田谷区上野毛１-２６-６,139.638917,35.611957
大崎広小路,品川区大崎４-１-１,139.722339,35.622244
荏原中延,品川区中延２-８-１,139.712196,35.610056
長原,大田区上池台１-１０-１０,139.697881,35.60219
洗足池,大田区東雪谷１-１-６,139.690896,35.599648
石川台,大田区東雪谷２-２３-１,139.685063,35.596888
雪が谷大塚,大田区南雪谷２-２-１６,139.681083,35.592038
久が原,大田区南久が原２-６-１０,139.685678,35.579499
千鳥町,大田区千鳥１-２０-１,139.69142,35.572983
池上,大田区池上６-３-１０,139.702822,35.572025
蓮沼,大田区西蒲田７-１７-１,139.708544,35.564173
沼部,大田区田園調布本町２８-１,139.67326,35.582526
鵜の木,大田区鵜の木２-４-１,139.680554,35.575452
下丸子,大田区下丸子３-７-１,139.685576,35.571397
武蔵新田,大田区矢口１-１８-１,139.692506,35.567806
矢口渡,大田区多摩川１-２０-１５,139.700389,35.562462
西太子堂,世田谷区太子堂４-１０-３,139.666382,35.644545
若林,世田谷区若林４-３-１５,139.659911,35.645933
松陰神社前,世田谷区若林４-２１-１６,139.655211,35.643947
世田谷,世田谷区世田谷４-９-６,139.650945,35.643564
上町,世田谷区世田谷３-４-３,139.646276,35.643656
宮の坂,世田谷区宮坂１-２４-７,139.64494,35.647508
新綱島,横浜市港北区綱島東1丁目8番1号,139.636167,35.536639
北品川,品川区北品川１-１-４,139.739191,35.622458
新馬場,品川区北品川２-１８-１,139.741366,35.61762
青物横丁,品川区南品川３-１-２０,139.742958,35.609351
鮫洲,品川区東大井１-２-２０,139.742227,35.604977
立会川,品川区東大井２-２３-１,139.738886,35.598489
大森海岸,品川区南大井３-３２-１,139.73544,35.587576
平和島,大田区大森北６-１３-１１,139.73491,35.57868
大森町,大田区大森西３-２４-７,139.732027,35.572431
梅屋敷,大田区蒲田２-２８-１,139.728266,35.566873
京急蒲田,大田区蒲田４-５０-１０,139.723681,35.560796
雑色,大田区仲六郷２-４２-１,139.715005,35.549725
六郷土手,大田区仲六郷４-２７-１１,139.7076,35.540577
鶴見市場,横浜市鶴見区市場大和町７-１,139.68642,35.517594
花月総持寺,横浜市鶴見区生麦５-１-３,139.672813,35.500358
生麦,横浜市鶴見区生麦３-１-３５,139.6673,35.4956
子安,横浜市神奈川区子安通１-４６,139.644965,35.484556
神奈川新町,横浜市神奈川区亀住町１９-１,139.640152,35.481559
神奈川,横浜市神奈川区青木町１-１,139.627364,35.471304
戸部,横浜市西区戸部本町４８-１１,139.61956,35.456631
日ノ出町,横浜市中区日ノ出町１-３１,139.626696,35.445524
黄金町,横浜市南区白金町１-１,139.62246,35.439694
南太田,横浜市南区南太田１-２５-１,139.613408,35.436923
井土ヶ谷,横浜市南区井土ヶ谷中町,139.60061,35.433895
弘明寺,横浜市南区弘明寺町267,139.596791,35.42437
上大岡,横浜市港南区上大岡西１-６-１,139.596552,35.409418
屏風浦,横浜市磯子区森３-１８-６,139.610387,35.394176
京急富岡,横浜市金沢区富岡西７-１-１,139.629772,35.366743
能見台,横浜市金沢区能見台通２-１,139.629233,35.360528
金沢文庫,横浜市金沢区谷津町３８４,139.621606,35.342966
金沢八景,横浜市金沢区瀬戸１５-１,139.62018,35.331223
横須賀中央,横須賀市若松町２-２５,139.670217,35.27858
糀谷,大田区西糀谷４-１３-１７,139.72962,35.5545
大鳥居,大田区西糀谷３-３７-１８,139.739356,35.552531
穴守稲荷,大田区羽田４-６-１１,139.746669,35.550326
天空橋,大田区羽田空港１-１-２,139.75423,35.548908
羽田空港第3ターミナル,東京都大田区羽田空港二丁目6番5号,139.768968,35.544676
港町,川崎市川崎区港町１-１,139.712578,35.535014
鈴木町,川崎市川崎区鈴木町２-２,139.720655,35.53535
川崎大師,川崎市川崎区大師駅前１-１８-１,139.725946,35.535711
東門前,川崎市川崎区中瀬３-２３-１０,139.734298,35.536566
大師橋,川崎市川崎区大師河原２-４-２５,139.740381,35.536611
小島新田,川崎市川崎区田町２-３-１５,139.747575,35.534798
田原町,台東区西浅草１-１-１８,139.790897,35.709897
稲荷町,台東区東上野３-３３-１１,139.782593,35.711273
上野広小路,台東区上野３-２９-３,139.772877,35.70768
末広町,千代田区外神田４-７-３,139.771713,35.702972
三越前,中央区日本橋室町１-８-１,139.773594,35.687101
日本橋,中央区日本橋１丁目,139.773516,35.682078
銀座,中央区銀座４-１-２,139.763965,35.671989
虎ノ門,港区虎ノ門１-１-２１,139.749832,35.670236
溜池山王,千代田区永田町２-１１-１,139.741419,35.673621
赤坂見附,港区赤坂３-１-６,139.737047,35.677021
青山一丁目,港区南青山１-１-１９,139.724159,35.672765
外苑前,港区北青山２-７-１６,139.717857,35.670527
表参道,港区北青山３丁目,139.712314,35.665247
新大塚,文京区大塚４-５１-５,139.729971,35.72569
茗荷谷,文京区小日向４-６-１５,139.737184,35.716989
後楽園,文京区春日１-２-３,139.751864,35.707898
本郷三丁目,文京区本郷２-３９-１,139.759914,35.706671
淡路町,千代田区神田淡路町１-２,139.7675149,35.6953595
四谷三丁目,新宿区四谷３-８,139.720103,35.687958
新宿御苑前,新宿区新宿１-８-１,139.71069,35.688588
新宿三丁目,新宿区新宿３-１４-１,139.704895,35.690847
西新宿,新宿区西新宿６-７-５１,139.692778,35.694298
中野坂上,中野区中央２-１-２,139.68291,35.69792
新中野,中野区中央４-２-１５,139.66903,35.697491
東高円寺,杉並区和田３-５５-４２,139.657822,35.697802
新高円寺,杉並区高円寺南２-２０-１,139.648068,35.697985
南阿佐ヶ谷,杉並区阿佐谷南１-１５-７,139.63576,35.699624
中野新橋,中野区弥生町２-２６-８,139.673997,35.692123
中野富士見町,中野区弥生町５-２４-４,139.666933,35.690514
方南町,杉並区堀ノ内１-１-１,139.656498,35.683496
三ノ輪,台東区三ノ輪２-１４-７,139.791485,35.729623
小伝馬町,中央区日本橋小伝馬町１１-１,139.778433,35.690737
人形町,中央区日本橋人形町２-６-５,139.782285,35.686307
茅場町,中央区日本橋茅場町１-４-６,139.780005,35.679752
築地,中央区築地３-１５-１,139.772603,35.668115
東銀座,中央区銀座４-１２-１５,139.767253,35.669464
虎ノ門ヒルズ,港区虎ノ門一丁目22-12,139.747778,35.667444
神谷町,港区虎ノ門５-１２-１１,139.745069,35.662978
六本木,港区六本木６-１-２５,139.731443,35.662836
広尾,港区南麻布５-１０-２８,139.722202,35.652279
早稲田,東京都新宿区早稲田南町12,139.721319,35.705723
神楽坂,新宿区矢来町１１２,139.734546,35.70379
九段下,千代田区九段南１-６-１,139.751948,35.695589
竹橋,千代田区一ッ橋１-１-１,139.756817,35.690662
門前仲町,江東区門前仲町１丁目,139.796209,35.671851
木場,江東区木場５-５-１,139.807042,35.669351
東陽町,江東区東陽４-２-１,139.817596,35.669629
南砂町,江東区南砂３-１１-８５,139.83065,35.668796
西葛西,江戸川区西葛西６-１４-１,139.859259,35.664631
葛西,江戸川区中葛西５-４３-１１,139.872458,35.663554
南行徳,市川市相之川４-１７-１,139.902311,35.672687
行徳,市川市行徳駅前２-４-１,139.914254,35.682686
妙典,市川市富浜１-２-１０,139.924209,35.690935
原木中山,船橋市本中山７-７-１,139.942029,35.703517
北綾瀬,足立区谷中２丁目,139.832035,35.777117
千駄木,文京区千駄木２丁目,139.763243,35.725549
根津,文京区根津１丁目,139.765655,35.7174
湯島,文京区湯島３丁目,139.769916,35.708243
赤坂,港区赤坂５丁目,139.738348,35.67323
乃木坂,港区南青山１丁目,139.726215,35.666572
代々木公園,渋谷区富ヶ谷１丁目,139.689099,35.669187
地下鉄成増,東京都板橋区成増二丁目11-3,139.631497,35.776557
地下鉄赤塚,東京都練馬区北町八丁目37-16,139.644021,35.769939
平和台,東京都練馬区早宮2-17-48,139.653762,35.757863
氷川台,東京都練馬区氷川台三丁目38-18,139.665567,35.74955
千川,東京都豊島区要町三丁目10-7,139.689271,35.738229
要町,東京都豊島区要町一丁目1-10,139.698715,35.73323
東池袋,東京都豊島区東池袋四丁目4-4,139.719546,35.725732
護国寺,東京都文京区大塚五丁目40-8,139.72754,35.719044
江戸川橋,東京都文京区関口一丁目19-6,139.733538,35.709495
麹町,東京都千代田区麹町三丁目2,139.737613,35.684006
桜田門,東京都千代田区霞が関二丁目1-1,139.75149,35.677405
銀座一丁目,東京都中央区銀座一丁目7-12,139.767045,35.67435
新富町,東京都中央区築地一丁目1-1,139.773711,35.670462
月島,東京都中央区月島一丁目3-9,139.784233,35.664871
豊洲,東京都江東区豊洲四丁目1-1,139.79621,35.654908
辰巳,東京都江東区辰巳一丁目1-44,139.81052,35.645576
半蔵門,千代田区麹町１-６,139.74163,35.685703
神保町,千代田区神田神保町２-２,139.757606,35.695966
清澄白河,江東区白河１-７-１４,139.798851,35.682105
赤羽岩淵,北区赤羽１-５２-８,139.722103,35.783417
志茂,北区志茂２-１-１８,139.732599,35.777948
王子神谷,北区王子５-２-１１,139.735933,35.765172
西ヶ原,東京都北区西ヶ原二丁目3-8,139.742322,35.746008
本駒込,文京区向丘２-３７-１,139.753828,35.724155
東大前,文京区向丘１-１９-２,139.758025,35.717633
六本木一丁目,港区六本木１-４-１,139.739,35.665595
麻布十番,港区麻布十番４-４-９,139.737051,35.654682
白金高輪,港区高輪１-３-２０,139.734104,35.642903
白金台,港区白金台３-２,139.726133,35.637917
雑司が谷,豊島区雑司が谷二丁目,139.714795,35.720233
西早稲田,新宿区西早稲田二丁目,139.709101,35.708242
東新宿,新宿区新宿７-２７-３,139.707593,35.698915
北参道,渋谷区千駄ヶ谷４丁目,139.705453,35.678459
平沼橋,横浜市西区西平沼町３-７,139.616897,35.460355
西横浜,横浜市西区西平沼町８-１,139.608745,35.453437
天王町,横浜市保土ヶ谷区天王町２-４５-５,139.602554,35.453984
星川,横浜市保土ヶ谷区星川１-１-１,139.594816,35.458634
和田町,横浜市保土ヶ谷区仏向町４,139.586786,35.463597
上星川,横浜市保土ヶ谷区上星川町２２,139.580078,35.467694
西谷,横浜市保土ヶ谷区西谷町１１０１,139.565721,35.478092
鶴ヶ峰,横浜市旭区鶴ヶ峰二丁目,139.549586,35.475031
二俣川,横浜市旭区二俣川２-９１-７,139.532207,35.463335
羽沢横浜国大,横浜市神奈川区羽沢南二丁目471,139.586389,35.481389
栄町,名古屋市東区東桜１-１２,136.908962,35.170567
森下,名古屋市東区徳川２-２５,136.929657,35.188299
都庁前,新宿区西新宿２-８-１,139.69257,35.690551
若松河田,新宿区河田町１０-１０,139.718184,35.699218
牛込柳町,新宿区原町２-３２,139.725027,35.699518
牛込神楽坂,新宿区箪笥町１５,139.735802,35.700851
新御徒町,台東区元浅草１-５-２,139.781958,35.707045
蔵前,台東区蔵前２-３-１,139.790931,35.703236
勝どき,中央区勝どき２-１０-１５,139.776442,35.658507
築地市場,中央区築地５-１-２,139.766915,35.664895
赤羽橋,港区東麻布１-２８-１３,139.743642,35.655007
国立競技場,新宿区霞ヶ丘町１０-３,139.714932,35.679831
西新宿五丁目,新宿区西新宿５-２５-９,139.684304,35.689798
落合南長崎,新宿区西落合３-１-１８,139.683303,35.723608
新江古田,中野区江原町２-２９-１３,139.670653,35.732538
練馬春日町,練馬区春日町３-２９-２５,139.640236,35.751452
光が丘,練馬区光が丘２-９-５,139.628603,35.758526
西馬込,大田区西馬込２-１-６,139.705942,35.586859
馬込,大田区北馬込２-３１-９,139.711772,35.596435
戸越,品川区戸越３-４-１７,139.716495,35.614633
高輪台,港区白金台２-２６-７,139.730305,35.631679
宝町,中央区京橋２-１３-１１,139.771767,35.675461
東日本橋,中央区東日本橋３-１１-８,139.784821,35.692126
本所吾妻橋,墨田区吾妻橋３-７-１６,139.804624,35.70858
芝公園,港区芝公園４-８-１４,139.749824,35.654074
御成門,港区西新橋３-２４-６,139.751535,35.661215
千石,文京区千石１-２９-１３,139.744792,35.727957
西巣鴨,豊島区西巣鴨３-２５-１３,139.728712,35.743508
新板橋,板橋区板橋１-５３-１７,139.720101,35.748785
板橋区役所前,板橋区板橋２-６６-１７,139.710102,35.751284
板橋本町,板橋区大和町１７-１,139.705535,35.761339
本蓮沼,板橋区蓮沼町１９-８,139.702324,35.768782
志村坂上,板橋区志村１-１４-１３,139.69538,35.775725
志村三丁目,板橋区志村３-２３-１,139.685937,35.777391
蓮根,板橋区蓮根２-３１-３０,139.678993,35.784335
西台,板橋区高島平９-１-１,139.673971,35.78699
高島平,板橋区高島平８-２-１,139.661216,35.789056
新高島平,板橋区高島平７-１,139.654275,35.790189
西高島平,板橋区高島平６-１,139.64594,35.791833
曙橋,新宿区住吉町７-１,139.722881,35.692402
浜町,中央区日本橋浜町２-５９-３,139.788154,35.688516
西大島,江東区大島２-４１-１９,139.826206,35.689349
大島,江東区大島５-１０-８,139.83565,35.689905
東大島,江東区大島９-３-１４,139.845963,35.690355
船堀,江戸川区船堀３-６-１,139.864258,35.683795
一之江,江戸川区春江町４-２,139.882934,35.686055
瑞江,江戸川区瑞江２-２-１,139.89761,35.693318
篠崎,江戸川区篠崎町７-２７-１,139.903698,35.706017
荒川一中前,荒川区南千住１-１,139.788988,35.733659
荒川区役所前,荒川区荒川１,139.786456,35.73493
荒川二丁目,荒川区荒川２,139.784696,35.738623
荒川七丁目,荒川区荒川７,139.78417,35.741975
町屋二丁目,荒川区荒川６,139.776625,35.743837
東尾久三丁目,荒川区東尾久３,139.774386,35.745398
熊野前,荒川区東尾久５,139.769204,35.749212
宮ノ前,荒川区東尾久５,139.764955,35.750135
小台,荒川区西尾久５,139.761779,35.750579
荒川遊園地前,荒川区西尾久５,139.757767,35.750744
荒川車庫前,荒川区西尾久７,139.752617,35.750909
梶原,北区堀船３,139.747403,35.751162
飛鳥山,北区滝野川１,139.737382,35.750248
滝野川一丁目,北区滝野川１,139.735376,35.747374
西ヶ原四丁目,東京都北区西ヶ原四丁目,139.732779,35.744501
庚申塚,豊島区西巣鴨３,139.729743,35.739563
巣鴨新田,豊島区西巣鴨１,139.727769,35.735488
都電雑司ヶ谷,東京都豊島区南池袋,139.718006,35.724261
学習院下,豊島区高田２,139.71247,35.716248
面影橋,新宿区西早稲田３,139.714444,35.712981
川口元郷,川口市元郷１-２-１５,139.730043,35.800187
南鳩ヶ谷,埼玉県川口市南鳩ヶ谷五丁目,139.736059,35.816839
鳩ヶ谷,埼玉県川口市大字里1650-1,139.735967,35.830859
新井宿,川口市新井宿１５-３,139.737908,35.842974
戸塚安行,川口市長蔵新田３３１-１,139.753689,35.858873
青井,足立区青井三丁目,139.82038,35.771782
六町,足立区六町四丁目,139.821816,35.784963
八潮,八潮市大瀬８２６,139.845017,35.807905
三郷中央,三郷市谷中,139.878344,35.824514
流山セントラルパーク,流山市前平井,139.915223,35.854552
柏の葉キャンパス,柏市若柴,139.952454,35.89308
新高島,横浜市西区高島１-３,139.626499,35.46192
みなとみらい,横浜市西区みなとみらい３-５,139.632386,35.458028
馬車道,横浜市中区本町５-４９,139.636175,35.450135
日本大通り,横浜市中区日本大通９,139.642608,35.446821
元町・中華街,横浜市中区山下町６５,139.650446,35.44243
竹芝,港区海岸１-１３-１０,139.762037,35.654099
日の出,港区海岸２-７-６８,139.75906,35.649136
芝浦ふ頭,港区海岸３-２２-１２,139.757852,35.641773
お台場海浜公園,港区台場２-３,139.778607,35.629813
台場,港区台場２-６,139.771435,35.625908
東京国際クルーズターミナル,江東区青海1丁目1-49,139.773157,35.621462
テレコムセンター,江東区青海２-２９,139.779327,35.617593
青海,江東区青海１,139.781132,35.62467
東京ビッグサイト,江東区有明三丁目6-15,139.791228,35.630158
有明テニスの森,江東区有明１丁目,139.78888,35.639964
市場前,江東区豊洲６丁目,139.78564,35.645684
新豊洲,江東区豊洲６丁目,139.789996,35.648718
センター北,横浜市都筑区中川中央１-１-１,139.578457,35.55353
センター南,横浜市都筑区茅ヶ崎中央１-１,139.574291,35.545476
仲町台,横浜市都筑区仲町台１-１-１,139.589715,35.535258
新羽,横浜市港北区新羽町１２８５-１,139.612065,35.527701
北新横浜,横浜市港北区新羽町５３９-１,139.612818,35.519271
岸根公園,横浜市港北区篠原町１１２３,139.617065,35.496038
片倉町,横浜市神奈川区片倉１-３３-７,139.606511,35.490205
三ッ沢上町,横浜市神奈川区三ッ沢上町５-９,139.605395,35.476526
三ッ沢下町,横浜市神奈川区三ッ沢下町２-１６,139.61481,35.476512
高島町,横浜市西区花咲町７-４１,139.623548,35.458804
伊勢佐木長者町,横浜市中区長者町５-４８,139.633176,35.441044
阪東橋,横浜市中区弥生町５-４８,139.624843,35.437434
吉野町,横浜市南区吉野町３-７,139.618455,35.435489
蒔田,横浜市南区宮元町３-４６,139.610123,35.429935
港南中央,横浜市港南区港南中央通１０-B-１,139.590958,35.401049
上永谷,横浜市港南区丸山台１-１-１,139.572713,35.401391
下永谷,横浜市港南区日限山１-５８-２７,139.559389,35.402677
舞岡,横浜市戸塚区舞岡町７７１,139.551509,35.402685
踊場,横浜市泉区中田南１-２-１,139.518058,35.405922
立場,横浜市泉区中田西１-１-３０,139.500177,35.414296
下飯田,横浜市泉区下飯田町８２９-１,139.483195,35.403503
南部市場,横浜市金沢区富岡東２-１,139.633163,35.380192
鳥浜,横浜市金沢区並木１-１,139.641704,35.377187
並木北,横浜市金沢区並木１-１２,139.642743,35.372015
並木中央,横浜市金沢区幸浦２-１-１,139.642945,35.365505
海の公園南口,横浜市金沢区海の公園１０,139.632096,35.337225
野島公園,横浜市金沢区平潟町１２７,139.631524,35.330559
湘南町屋,鎌倉市上町屋７２２,139.522666,35.337832
北習志野,船橋市習志野台３-１-１,140.042195,35.721328
松戸新田,松戸市松戸新田２６４-２,139.922833,35.790652
上本郷,松戸市上本郷２６４８-１１,139.916031,35.789524
天王洲アイル,品川区東品川２-５-１９,139.750675,35.622908
大井競馬場前,品川区勝島２-２-３５,139.74708,35.595006
流通センター,大田区平和島６-１-２,139.748964,35.58186
昭和島,大田区昭和島２-２-１,139.749918,35.570656
整備場,大田区羽田空港１-７-４,139.753366,35.555125
新整備場,大田区羽田空港３-５-１,139.786777,35.542773
羽田空港第1ターミナル,大田区羽田空港３-３-２,139.784653,35.549163
羽田空港第2ターミナル,大田区羽田空港３-４-２,139.787979,35.550734
国際展示場,江東区有明２-５-２５,139.791617,35.63441
東京テレポート,江東区青海１-２,139.778896,35.62753
品川シーサイド,品川区東品川４-１２-２２,139.749549,35.608524
東海神,船橋市海神２-１５地下１号,139.980343,35.705888
飯山満,船橋市飯山満町３-１０５３-５,140.0223,35.71407
新柴又,葛飾区柴又５-７-１,139.879376,35.75101
矢切,松戸市下矢切字入山津１２０,139.899742,35.757503
北国分,市川市堀之内３-２１-１,139.914252,35.762916
秋山,松戸市秋山字前原１１２,139.930723,35.765299
松飛台,松戸市紙敷１-２９-５,139.957739,35.775377
赤土小学校前,荒川区東尾久４-７-７,139.768989,35.742454
足立小台,足立区小台１-２０-１,139.770381,35.754658
扇大橋,足立区扇２-２５-７,139.770808,35.763897
西新井大師西,足立区江北６-３０-２３,139.770094,35.781505
谷在家,足立区谷在家３-２０-２３,139.770043,35.788774
舎人公園,足立区舎人公園１-１０,139.770183,35.79623
舎人,足立区舎人１-１６-１５,139.770108,35.8057
見沼代親水公園,足立区舎人２-２１-１３,139.770719,35.814544
東山田,横浜市都筑区東山田町３３９番地,139.604369,35.554302
日吉本町,横浜市港北区日吉本町５丁目３番,139.633554,35.549883
